permutation_id	mean_difference_null
0	-0.027943620176107718
1	0.01474932940792567
2	0.0182053131098088
3	0.006354323340941622
4	0.009104156376335852
5	0.020489428699630174
6	0.026841538460475867
7	-0.0018466112469061472
8	0.026905538222954346
9	-0.022769766391615216
10	-0.0018644672836570294
11	0.02378378619228852
12	-0.02471360598942404
13	0.013248623352913385
14	-0.00377321818131658
15	-0.00845541008011782
16	0.006363060813729162
17	0.02994726415305384
18	-0.010188541247791914
19	-0.015278558763842284
20	-0.02010902642458726
21	-0.006863490882676988
22	0.0016199778673443713
23	0.005544130074974273
24	0.002944489177210522
25	0.022001546439678797
26	-0.032689374071601024
27	0.034932924506059074
28	-0.019994142387634455
29	-0.02449942770893701
30	-0.010701035444419102
31	0.01992113168767807
32	0.0007841929437395411
33	-0.006874182645027773
34	0.002253750966388002
35	-0.001296454261556693
36	0.018114983337641024
37	-0.010429363724536279
38	-0.010520746183980615
39	0.005513197721405824
40	0.010632737965566397
41	-0.024658525494229068
42	0.010267780286036175
43	-0.022688474173594826
44	-0.007961352381565884
45	0.015905365692425587
46	-0.01828127831745041
47	-0.006972977249007129
48	-0.008797084551734207
49	0.011723845508043782
50	0.012027833163983662
51	-0.008838517492130089
52	-0.02817824333071942
53	-0.03158477061584299
54	0.017921761124504207
55	0.018553979409735275
56	-0.023984348917574144
57	-0.02463989748607139
58	0.0017409895953949524
59	-0.022474884650265526
60	-0.01622297048381229
61	-0.020909096648161363
62	-0.012815614605577019
63	0.01016413907267922
64	0.009397741382280323
65	0.007470705668403103
66	-0.009356397512106863
67	-0.009903789710985812
68	0.009112729049002392
69	0.013162180387035049
70	0.017130877168676423
71	0.03175367978735462
72	-0.0014356735916558495
73	-0.03264926223615202
74	-0.017976825859365584
75	0.017225570167362446
76	0.014943578204490812
77	-0.001833569018154576
78	0.023574938135760802
79	0.012950517878840457
80	-0.005016577344935256
81	0.012868326447393476
82	-0.027931970918326963
83	-0.019519900986677184
84	-0.026801403508263058
85	0.0013646141178073493
86	-0.027149396183715365
87	-0.003614131368128542
88	-0.007582061095432746
89	0.032072372418479954
90	-0.001678203304661733
91	0.03790947066960621
92	-0.037451080216181785
93	0.0028680331210828957
94	-0.017181628449897794
95	-0.016551810210900193
96	0.0016595952940958564
97	-0.003387320345738159
98	-0.022874579346536077
99	-0.004705669525608429
100	0.039036248770038286
101	0.024304859014935454
102	-0.00536938626652878
103	-0.007704759697121082
104	-0.02547222373243907
105	-0.0011307464347802072
106	-0.007734133510857529
107	-0.022660746620186162
108	0.010546700705113737
109	0.02268751149635121
110	0.013080210197247168
111	-0.007919356444067565
112	-0.009981676282542614
113	-0.041359359042336064
114	0.0032850341884952086
115	0.0081670366814635
116	0.002300442967915402
117	0.021877795642741844
118	-0.03804386692568687
119	-0.0012519663226284636
120	0.015535710252403261
121	-0.01797400339646026
122	-0.016728525048546408
123	0.02416552509220891
124	-0.001982271020786912
125	0.0038136924392666305
126	-0.023406192429095512
127	-0.0018157392204222968
128	0.006572140818418719
129	-0.011810338012481554
130	0.005437039887737522
131	0.027610401909741605
132	0.021378872435045146
133	-0.0021489938942229887
134	0.009481196186178587
135	-0.035183117438242345
136	0.0012114241281113544
137	0.00992541905244896
138	-0.03155837284890178
139	-0.001829367590143132
140	-0.006132963043945568
141	-0.025589601915092762
142	-0.0075431200267864415
143	0.014559933958317804
144	0.009417005750332066
145	-0.010267462042196116
146	-0.0008572839273102901
147	-0.01529033520662379
148	-0.0015791605137534816
149	-0.02615502789587751
150	-0.0008672550948579747
151	-0.024538455678427003
152	0.000497442419393824
153	-0.00020881176841632608
154	0.014735189057145319
155	0.0008827384145632931
156	-0.03261868941070207
157	-0.01915111061532685
158	-0.0025053070676594063
159	0.0011609347832507676
160	-0.0028699984308278564
161	0.00885944976778328
162	-0.017204806978909935
163	-0.019338328864800067
164	-0.005247472173295983
165	-0.030278739381539643
166	0.009405748672550724
167	-0.004806407151819081
168	-0.013862125439652801
169	-0.013394686669906002
170	-0.048978444716711034
171	0.008254578231056601
172	-0.00633280803695665
173	-0.018768207716546494
174	-0.012593388143875082
175	-0.025083088171699425
176	-0.03166324046956097
177	0.007344384346942537
178	-0.03796904950032445
179	0.020745996773362658
180	-0.006602873664280912
181	-0.002366516173524183
182	0.0016881087962491658
183	0.025808340977944082
184	0.010040062429229633
185	-0.0022468260332345735
186	-0.023441329217180323
187	-0.011572278859316948
188	-0.011179720601592355
189	0.015460689304784692
190	0.018197083836859473
191	0.0007326241456128329
192	-0.014122898412786845
193	-0.012174855347171248
194	-0.007445183355151648
195	-0.013908508379242611
196	-0.017876143219754233
197	-0.026151053315448945
198	-0.01143704256735575
199	-0.02011217469037915
200	0.027254105868123577
201	-0.017030204084705066
202	0.0034670856881013337
203	-0.03712688310393502
204	-0.0005031464053890451
205	-0.00659544609200317
206	0.005414033449129528
207	-0.009801381915306079
208	0.00012393081834278065
209	0.009718475040563054
210	0.003121389917435997
211	0.0010873809634360666
212	0.03928725968402466
213	-0.014686301464788202
214	0.0069363705855025656
215	0.02717772541034395
216	0.021303776307875753
217	-0.0033575653456228236
218	-0.020481622417750138
219	-0.01233107691257935
220	0.013206301172264474
221	-0.023550249010048947
222	0.02298023442271785
223	-0.010648821977011554
224	0.0036238027187001963
225	-0.015500061965714278
226	0.008484819275873174
227	-0.011915190210508313
228	0.0065583544393377005
229	0.008942365908429117
230	-0.017838105394276615
231	-0.011271810775117158
232	-0.03579048731331879
233	0.0007544681524510415
234	-0.027955930988747112
235	-0.011267962350436362
236	-0.0022923691059524077
237	-0.003700954021073031
238	-0.030625967583391246
239	0.012282679158343407
240	-0.020723731951247368
241	0.0007092115500268674
242	0.0195491945912115
243	0.010783353351584132
244	0.010138940984136818
245	-0.02059590570805275
246	0.0011054292744907914
247	-0.020865970256208066
248	-0.02071654622592247
249	0.0011619979611985935
250	-0.0016600459105953654
251	0.004386466415851499
252	0.00042498784937502934
253	0.01108355885050211
254	-0.010248355576816089
255	-0.011865987357551205
256	0.010208905941756866
257	-0.0007394765607486519
258	-0.010245757491705466
259	0.01571802106338911
260	0.021759387839095305
261	0.014873696410087758
262	-0.014121307985991963
263	-0.02917391723831993
264	-0.007687421933553132
265	-0.0054750604243171295
266	-0.0012505015845616948
267	-0.014943057367047676
268	-0.004967462554540352
269	0.0009833087022302397
270	-0.017339026126836347
271	0.017172459414693468
272	-0.009167601854200052
273	0.009280848459070186
274	0.023613524159688346
275	-0.0037756592866059497
276	0.00637478512976738
277	-0.03915585125148688
278	0.023092468276942023
279	-0.012179735440816231
280	-0.008146381390254134
281	-0.01828232598390277
282	0.00946869649801323
283	-0.005061832483720458
284	-0.022358591898784617
285	-0.016931651698200104
286	-0.021517261973982443
287	-0.001399689676185581
288	0.011552127311468345
289	-0.04716301207730082
290	-0.008978563927191775
291	-0.02201217084658636
292	-0.003495712861746889
293	0.02882678098144658
294	0.018499597843259802
295	-0.0034705091793437053
296	-0.0029151096793549533
297	0.014231769967453577
298	-0.022615803472221207
299	0.03100957041914663
300	-0.050444370831626804
301	-0.028092023317018183
302	0.041531140053110524
303	0.0037885035840609844
304	-0.032623262118228274
305	-0.004866035782943477
306	0.01262815632460108
307	-0.012356653420463524
308	-0.00019905629972221534
309	-0.002258417610394177
310	-0.0312955142027144
311	-0.025233987459277164
312	0.01653336916695902
313	-0.007222894464073135
314	0.007085699063520849
315	-0.00590152953241295
316	-0.0033611983811626233
317	0.0197145405974267
318	-0.0042138133859745035
319	-0.0028772951232183567
320	-0.0004744147884748777
321	-0.002890402847832412
322	-0.0214778100952572
323	0.03290618760768217
324	0.018654246468128553
325	-0.0090188675847533
326	0.00552621486404704
327	-0.021243684765878137
328	-0.008246726816369098
329	-0.005436396971841909
330	-0.02928546571893082
331	0.019948164913301723
