metric	group	score	reported_mean_difference	reported_cohens_d	reported_q	reported_direction
Position	"mammalian
senescence-like
repair failure"	-0.4117624864174199	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.7102285036213989	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.3500197713840127	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.077699502734956	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3254719250316197	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1839565788493253	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1495576587928581	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.3476190554071237	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.466215808025632	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.4898237731533964	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.7043747064468118	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.3387747309032754	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.068002715934785	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.6335852516139181	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1979315932519396	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.0246273585668999	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3006681794515929	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.2224047222653749	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.703242242328752	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.3165050876335156	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3190602762037237	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.4140270710497722	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.0627368061600395	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.816057495946502	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3551936698462942	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.3913084694785619	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.0221470906216336	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1754691537859924	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3180772304450661	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.143670378313108	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.0924052908325377	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3160405644029244	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.988367127930682	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.2255121999018934	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1259928331760202	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1208987108931494	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.5475934319358087	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.0401346348471792	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.0500387476511702	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.2924556314427649	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.4182794687386129	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.1407340590676206	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.5335368582412173	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.9982300469403952	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.1065851856702795	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.351179060891594	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.4362595169775515	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1847489217278246	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.1149497959955455	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.2143083654441117	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.2632401699638371	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.3029736672511418	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.2524837288963995	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3025552792243045	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.1627346097847153	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.5645374494025861	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.5533505790692506	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.7233502274672943	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.5359707235839661	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.0096978324981557	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.2908997321963573	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1694595425413682	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.3892453564349467	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.3776461257057315	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.0611649695980667	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.4484056934793974	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.0379692660464524	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3137334319560824	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1297770135236742	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.8765192863021921	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3554801074555917	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.4124335448276666	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3786027128343471	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.5588978954364104	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.3718464044839511	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.1368747695103585	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.818687677429472	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.9291468293099387	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.2113465566646038	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.1486221698977677	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.6262512099334394	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.5657373242831436	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.6752808290229714	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.123826775661363	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.7561883390114993	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.2413100058400746	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.3754399335053883	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.4465218789390375	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.6369029801773095	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.8876904244078775	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.6717126125752023	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.323117208073684	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.144014142087927	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.0469400717424033	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.8455165814761602	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.1567907810643971	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.003491933566106	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.7215681332905846	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.697898401981555	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	4.833014466545034	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.7457918184308661	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.8292481185981108	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.6070167980295385	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.025233805833078	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.2352351837594299	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.5289422913854637	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.4409235723194125	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.0772126275091	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-1.2812760847741207	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.2537847628028516	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.3961441346283147	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.0560595481807753	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.861710124838011	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.8844130427049138	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.1297409396571484	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.2260756180163363	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	1.340934379184065	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	-0.4006304087832703	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
Position	"mammalian
senescence-like
repair failure"	0.6801455743369722	-0.2742571596328208	-0.28222395177866	2.2648323751059886e-38	lower in mammalian senescence-like states
